Seq.;Área;Nivel1;Nivel2;Nivel3;Nivel4;Nivel5;Nivel6;CDD;Descrição;;
2075;342;;;;;;;342.226;Sociedades cooperativas;;
2076;342;;;;;;;342.227;Sociedades de capital e indústria;;
2077;342;;;;;;;342.228;Outras sociedades comerciais. Trading Company;;
2078;342;;;;;;;342.229;Questões especiais relativas às diversas sociedades;;
2079;342;;;;;;;342.2291;Contas, balanços, inventários;;
2080;342;;;;;;;342.2292;Ações de sociedades. Underwriting;;
2081;342;;;;;;;342.2293;Obrigações de sociedades, criação e emissão. Obrigações hipotecárias. Amortizações das obrigações;;
2082;342;;;;;;;342.2294;Emissões públicas. Colocação dos títulos;;
2083;342;;;;;;;342.2295;Liquidação e partilha das sociedades;;
2084;342;;;;;;;342.2296;Regime das sociedades estrangeiras. Sociedades de capital estrangeiro. Empresas multinacionais;;
2085;342;;;;;;;342.2297;Disposições penais;;
2086;342;;;;;;;342.2298;Direito fiscal das sociedades. Patentes. Selo. Registro;;
2087;342;;;;;;;342.2299;Coleção dos atos das sociedades comerciais;;
2088;342;;;;;;;342.23;Instituições comerciais. Mercado de capitais;;
2089;342;;;;;;;342.231;Instituições tendo por objetivo pôr em contato produtores e compradores e proteger seus interesses;;
2090;342;;;;;;;342.2311;Bolsa: organização, operações;;
2091;342;;;;;;;342.23112;Bolsa de valores e fundos públicos;;
2092;342;;;;;;;342.23113;Bolsa de mercadorias;;
2093;342;;;;;;;342.23114;Open market;;
2094;342;;;;;;;342.23115;Operações de bolsa em geral;;
2095;342;;;;;;;342.2312;Mercados, feiras, armazéns e outros lugares do comércio;;
2096;342;;;;;;;342.2313;Exposições;;
2097;342;;;;;;;342.2314;Câmaras de comércio;;
2098;342;;;;;;;342.232;Intermediários do comércio. Agentes de câmbio. Corretores;;
2099;342;;;;;;;342.233;Açambarcamento, trusts, monopólio;;
47;342;;;;;;;342.234;Direito bancário; contas de perdas e lucros, reservas, avaliações, amortizações, reavaliação do ativo;
2100;342;;;;;;;342.234;Direito bancário;;
2101;342;;;;;;;342.2341;Bancos. Operações bancárias;;
2102;342;;;;;;;342.23411;Limitações à atividade bancária;;
2103;342;;;;;;;342.23415;Sigilo bancário;;
2104;342;;;;;;;342.2342;Bancos centrais;;
2105;342;;;;;;;342.2343;Bancos comerciais;;
2106;342;;;;;;;342.2344;Bancos estatais;;
2107;342;;;;;;;342.2345;Bancos de investimento;;
2108;342;;;;;;;342.2346;Bancos de desenvolvimento;;
2109;342;;;;;;;342.235;Instituições financeiras. Fundos de investimento;;
2110;342;;;;;;;342.236;Falência;;
2111;342;;;;;;;342.2363;Condições da falência. Declaração da falência;;
2112;342;;;;;;;342.2364;Efeitos da falência. Prescrição do prazo. Incapacidades que atingem ofalido. Nulidades dos atos;;
2113;342;;;;;;;342.2365;Administração da falência;;
2114;342;;;;;;;342.2366;Pessoal da falência. Tribunal. Juiz. Síndicos ou curadores. Assembléia decredores;;
2115;342;;;;;;;342.2367;Decisões judiciárias em matéria de falência. Recursos contra essas decisões;;
2116;342;;;;;;;342.2368;Particularidades próprias a certas espécies de falências;;
2117;342;;;;;;;342.238;Cessação e suspensão da falência. Reabilitação;;
2118;342;;;;;;;342.2383;Falta de ativo;;
2119;342;;;;;;;342.2385;Moratória. Prorrogação do pagamento;;
2120;342;;;;;;;342.2386;Concordata;;
2121;342;;;;;;;342.2388;Reabilitação do falido. Cancelamento da lista dos falidos;;
2122;342;;;;;;;342.239;Liquidação judiciária. Administração judiciária para o restabelecimento dos negócios do falido;;
2123;342;;;;;;;342.24;Contratos comerciais;;
2124;342;;;;;;;342.241;Contratos comerciais em geral;;
2125;342;;;;;;;342.2411;Condições para a validade dos contratos;;
2126;342;;;;;;;342.2412;Consentimento e seus vícios;;
2127;342;;;;;;;342.24129;Contratos entre ausentes ou por correspondência;;
2128;342;;;;;;;342.2414;Objeto de contrato;;
2129;342;;;;;;;342.2415;Causa;;
2130;342;;;;;;;342.2416;Interpretação dos contratos;;
2131;342;;;;;;;342.2417;Efeitos dos contratos em relação a terceiros;;
2132;342;;;;;;;342.2418;Efeitos gerais dos contratos;;
2133;342;;;;;;;342.2419;Nulidade e rescisão;;
2134;342;;;;;;;342.245;Títulos de crédito;;
2135;342;;;;;;;342.2451;Títulos nominais;;
2136;342;;;;;;;342.2452;Títulos a ordem;;
2137;342;;;;;;;342.2453;Títulos ao portador;;
2138;342;;;;;;;342.2454;Nota promissória;;
2139;342;;;;;;;342.2455;Duplicatas;;
2140;342;;;;;;;342.2456;Debêntures;;
2141;342;;;;;;;342.2457;Títulos de mercado habitacional. Letras imobiliárias. Cédulas hipotecárias;;
2142;342;;;;;;;342.2458;Títulos de crédito rural;;
2143;342;;;;;;;342.2459;Títulos de crédito industrial;;
2144;342;;;;;;;342.246;Letras de câmbio;;
2145;342;;;;;;;342.2461;Condições e forma;;
2146;342;;;;;;;342.2462;Transmissão, endosso, cessão;;
2147;342;;;;;;;342.2463;Garantia;;
2148;342;;;;;;;342.24631;Aceitação;;
2149;342;;;;;;;342.24632;Aval;;
2150;342;;;;;;;342.2466;Vencimento. Provisão. Pagamento, Recursos, ações diversas derivadas da falta de pagamento, protestos, devolução, compensação, ação direta;;
2151;342;;;;;;;342.2467;Intervenção;;
2152;342;;;;;;;342.248;Cheque;;
2153;342;;;;;;;342.2481;Requisitos essenciais;;
2154;342;;;;;;;342.2482;Espécies de cheques;;
2155;342;;;;;;;342.24821;Cheque marcado;;
2156;342;;;;;;;342.24822;Cheque visado;;
2157;342;;;;;;;342.24823;Cheque cruzado;;
2158;342;;;;;;;342.24824;Cheque de viagem;;
2159;342;;;;;;;342.24825;Cheque fiscal. Cheque de restituição de Imposto. Cheque de poupança;;
2160;342;;;;;;;342.24829;Outras espécies de cheque;;
2161;342;;;;;;;342.2483;Endosso;;
2162;342;;;;;;;342.2484;Aval;;
2163;342;;;;;;;342.2485;Câmara de compensação. Clearing house;;
2164;342;;;;;;;342.2486;Apresentação e pagamento;;
2165;342;;;;;;;342.2487;Cheque sem fundos;;
2166;342;;;;;;;342.2488;Prescrição dos cheques. Prazo de prescrição;;
2167;342;;;;;;;342.25;Contratos de direito geral tendo um caráter comercial;;
2168;342;;;;;;;342.251;Compra. Venda;;
2169;342;;;;;;;342.2513;Promessa de venda. Promessa de compra. Opção;;
2170;342;;;;;;;342.2514;Venda por liquidação;;
2171;342;;;;;;;342.2515;Venda a crédito ou a prestação;;
2172;342;;;;;;;342.2517;Contrato de fornecimento;;
2173;342;;;;;;;342.2518;Transferência de dívidas não endossáveis;;
2174;342;;;;;;;342.2519;Questões diversas relacionadas com a venda. Cláusulas CIF e FOB;;
2175;342;;;;;;;342.252;Troca;;
2176;342;;;;;;;342.254;Aluguel de trabalho;;
2177;342;;;;;;;342.255;Empréstimo comercial. Juro. Usura;;
2178;342;;;;;;;342.257;Abertura de crédito;;
2179;342;;;;;;;342.258;Conta corrente;;
2180;342;;;;;;;342.259;Depósito. Consignação;;
2181;342;;;;;;;342.2593;Depósito em bancos;;
2182;342;;;;;;;342.25931;Caderneta de conta corrente;;
2183;342;;;;;;;342.25932;Caderneta de economia. Caderneta de poupança;;
2184;342;;;;;;;342.261;Seqüestro;;
2185;342;;;;;;;342.262;Mandato. Comissão;;
2186;342;;;;;;;342.2621;Contrato de comissão;;
2187;342;;;;;;;342.2622;Representantes e contratos de representação;;
2188;342;;;;;;;342.2625;Agência;;
2189;342;;;;;;;342.263;Transporte. Comunicação;;
2190;342;;;;;;;342.2631;Transporte em geral;;
2191;342;;;;;;;342.26313;Expedição e título de transporte;;
2192;342;;;;;;;342.26314;Viagem. Responsabilidade do transportador;;
2193;342;;;;;;;342.26315;Chegada ao destino. Consignação;;
2194;342;;;;;;;342.2632;Viajantes;;
2195;342;;;;;;;342.2633;Mercadorias;;
2196;342;;;;;;;342.2634;Estradas de ferro;;
2197;342;;;;;;;342.2635;Bondes;;
2198;342;;;;;;;342.2636;Correio;;
2199;342;;;;;;;342.2637;Telégrafo;;
2200;342;;;;;;;342.2638;Telefone;;
2201;342;;;;;;;342.2639;Transportes diversos ou mistos (Estradas de ferro, barcas, bondes);;
2202;342;;;;;;;342.264;Seguros;;
2203;342;;;;;;;342.265;Jogo, aposta;;
2204;342;;;;;;;342.266;Penhor;;
2205;342;;;;;;;342.2661;Penhor sobre títulos de créditos e bens incorpóreos;;
2206;342;;;;;;;342.267;Armazéns gerais. Entrepostos de mercadorias. Warrants. Conhecimento de depósito;;
2207;342;;;;;;;342.268;Caução, garantia de segurança;;
2208;342;;;;;;;342.269;Transação. Compromisso. Arbitragem obrigatória;;
48;342;;;;;;;342.27;Direitos Intelectuais. Propriedade industrial, comercial, científica e de programas de computador;;
2209;342;;;;;;;342.27;Direitos Intelectuais. Propriedade industrial, comercial, científica e de programas de computador;;
2210;342;;;;;;;342.271;Patentes de invenção;;
2211;342;;;;;;;342.272;Marcas de fábrica e de comércio;;
2212;342;;;;;;;342.273;Modelos e desenhos de fabricação;;
2213;342;;;;;;;342.274;Nome comercial. Firma;;
2214;342;;;;;;;342.2745;Nomes de localidades. Indicação de proveniência;;
2215;342;;;;;;;342.275;Segredos de fabricação;;
2216;342;;;;;;;342.276;Concorrência ilícita e desleal;;
2217;342;;;;;;;342.277;Publicidade comercial. Reclames, anúncios;;
2218;342;;;;;;;342.278;Propriedade científica. Descobertas;;
2219;342;;;;;;;342.279;Organização administrativa. Registro de patentes;;
49;342;;;;;;;342.28;Direito autoral. Direito artístico e literário;;
2220;342;;;;;;;342.28;Direito autoral. Direito artístico e literário;;
2221;342;;;;;;;342.281;Obras escritas e faladas;;
2222;342;;;;;;;342.282;Pintura, quadros, aquarelas;;
2223;342;;;;;;;342.2825;Decorações de teatro. Cenografias;;
2224;342;;;;;;;342.283;Artes gráficas em geral. Desenhos, gravuras, ilustrações, litografias;;
2225;342;;;;;;;342.284;Artes plásticas. Esculturas;;
2226;342;;;;;;;342.285;Música;;
2227;342;;;;;;;342.2856;Obras dramático-musicais;;
2228;342;;;;;;;342.2857;Coreografia. Danças, bailados, pantomimas;;
2229;342;;;;;;;342.286;Teatro. Obras dramáticas;;
2230;342;;;;;;;342.2863;Contrato de representação;;
2231;342;;;;;;;342.28631;Com os autores e editores;;
2232;342;;;;;;;342.28632;Com os artistas;;
2233;342;;;;;;;342.28633;Com os proprietários de teatro;;
2234;342;;;;;;;342.28634;Com o público;;
2235;342;;;;;;;342.287;Arquitetura. Monumentos públicos. Projetos;;
2236;342;;;;;;;342.2875;Arte aplicada à indústria (arte industrial, decorativa, artes menores, desenho industrial);;
2237;342;;;;;;;342.288;Questões especiais;;
2238;342;;;;;;;342.2881;Contrato de edição;;
2239;342;;;;;;;342.2882;Depósito legal obrigatório;;
2240;342;;;;;;;342.2883;Outras categorias de obras;;
2241;342;;;;;;;342.28831;Obras inéditas;;
2242;342;;;;;;;342.28832;Obras póstumas;;
2243;342;;;;;;;342.28833;Obras anônimas e pseudônimas;;
2244;342;;;;;;;342.28836;Obras pertencentes ao Estado e às administrações públicas;;
2245;342;;;;;;;342.2884;Falsificação de obras de arte em geral. Obras falsificadas;;
2246;342;;;;;;;342.2885;Respeito da personalidade de outrem pelos autores. Direito de reproduzir artisticamente, ou literariamente uma pessoa. Retratos etc;;
2247;342;;;;;;;342.2886;Direito de crítica e de resposta;;
2248;342;;;;;;;342.289;Organização administrativa do direito artístico e literário;;
2249;342;;;;;;;342.28909;Bureau International de Ia Propriété Artistique et Littéraire;;
2250;342;;;;;;;342.2890981;Conselho Nacional de Direito Autoral (CNDA);;
50;342;;;;;;;342.29;Direito marítimo;;
2251;342;;;;;;;342.29;Direito Marítimo;;
2252;342;;;;;;;342.2901;Questões diversas;;
2253;342;;;;;;;342.29011;Navegação em geral;;
2254;342;;;;;;;342.290111;Navegação de longo curso;;
2255;342;;;;;;;342.290112;Navegação de grande cabotagem;;
2256;342;;;;;;;342.290113;Navegação de pequena cabotagem;;
2257;342;;;;;;;342.29013;Navegação interior nos rios e canais;;
2258;342;;;;;;;342.29015;Navegação nos portos;;
2259;342;;;;;;;342.2902;Naufrágio. Sinistro. Socorro. Assistência marítima e salvamento. Rebocagem. Retribuição. Propriedade das bagagens naufragadas;;
2260;342;;;;;;;342.2904;Proteção dos navios de comércio. Comboio com a marinha de guerra;;
2261;342;;;;;;;342.291;Navios de comércio;;
2262;342;;;;;;;342.2911;Compra e venda voluntária dos navios;;
2263;342;;;;;;;342.2912;Construção, aparelhagem, lançamento de navios;;
2264;342;;;;;;;342.2913;Regime administrativo da propriedade dos navios. Registro dos navios. Nacionalidade, ato de nacionalidade;;
2265;342;;;;;;;342.2916;Apreensão de navios. Seqüestro, execução e venda forçada;;
2266;342;;;;;;;342.292;Proprietários de navios. Armadores;;
2267;342;;;;;;;342.2925;Responsabilidade do proprietário. Direito de abandono;;
2268;342;;;;;;;342.293;Equipagem. Pessoal marítimo. Contrato de engajamento;;
2269;342;;;;;;;342.2931;Capitão e patrão de navio. Comandante;;
2270;342;;;;;;;342.29313;Diário de bordo e documentos do navio;;
2271;342;;;;;;;342.29314;Funções civis do comandante;;
2272;342;;;;;;;342.29315;Responsabilidade. Barataria simples;;
2273;342;;;;;;;342.29316;Polícia e disciplina de bordo;;
2274;342;;;;;;;342.2935;Oficiais e marinheiros. Pessoal de serviço a bordo dos navios. Contrato de embarque;;
2275;342;;;;;;;342.294;Aluguel do navio. Fretamento. Frete. Carta partida;;
2276;342;;;;;;;342.295;Transporte marítimo e fluvial. Conhecimento;;
2277;342;;;;;;;342.2953;Transporte de mercadorias; defesa mútua dos navios de comércio. Pirataria e direito de defesa;
2278;342;;;;;;;342.2954;Transporte de pessoas;;
2279;342;;;;;;;342.2955;Carregamento e descarregamento. Estadia e sobre-estadia;;
2280;342;;;;;;;342.296;Avarias;;
2281;342;;;;;;;342.2961;Avarias simples ou particulares; Bandeira; estado civil dos navios. Patentes de navegação
2282;342;;;;;;;342.2962;Avarias grossas e comuns;;
2283;342;;;;;;;342.2963;Avarias ocasionadas por abalroamento de navios. Abordagem. Colisão;;
2284;342;;;;;;;342.297;Crédito marítimo. Empréstimos a risco marítimo;;
2285;342;;;;;;;342.298;Hipoteca naval;;
51;342;;;;;;;342.299;Direito aeronáutico;;
2286;342;;;;;;;342.299;Direito Aeronáutico (Ver também 341.8);;
2287;342;;;;;;;342.2991;Aeronaves;;
2288;342;;;;;;;342.29911;Compra e venda de aeronaves;;
2289;342;;;;;;;342.29912;Construção. Medidas de segurança. Exame técnico do material. Certificados de navegabilidade;;
2290;342;;;;;;;342.29913;Registro das aeronaves. Marcas de nacionalidade;;
2291;342;;;;;;;342.2992;Proprietários de aeronaves. Nacionalidade das pessoas ou sociedades proprietárias de aeronaves;;
2292;342;;;;;;;342.29921;Responsabilidade dos proprietários;;
2293;342;;;;;;;342.2993;Pessoal aéreo. Equipagem aérea. Contrato de engajamento. Certificados de identidade;;
2294;342;;;;;;;342.29931;Pilotos. Aptidões físicas, fisiológicas e psicológicas. Brevet de capacidade e aptidão;;
2295;342;;;;;;;342.29932;Mecânica;;
2296;342;;;;;;;342.29933;Pessoal auxiliar;;
2297;342;;;;;;;342.2994;Contratos de transportes. Tarifas;;
2298;342;;;;;;;342.29941;Passageiros;;
2299;342;;;;;;;342.29942;Mercadorias;;
2300;342;;;;;;;342.29943;Serviço postal;;
2301;342;;;;;;;342.2995;Estabelecimento de linhas regulares;;
2302;342;;;;;;;342.29951;Traçado das rotas, balizagem, sinalização de dia e de noite. Aeroportos;;
2303;342;;;;;;;342.29952;Ligações radioelétricas;;
2304;342;;;;;;;342.29953;Lançamento de lastro. Lançamento proibido de outros objetos;;
2305;342;;;;;;;342.2998;Hipotecas e privilégios;;
2306;342;;;;;;;342.2999;Questões diversas;;
2307;342;;;;;;;342.29992;Aterrissagens forçadas. Indenizações eventuais;;
52;342;;;;;;;342.3;DIREITO INTERNACIONAL PRIVADO;;
2308;342;;;;;;;342.3;DIREITO INTERNACIONAL PRIVADO;;
2309;342;;;;;;;342.31;Questões teóricas;;
2310;342;;;;;;;342.32;Situação dos estrangeiros;;
2311;342;;;;;;;342.33;Conflito de leis;;
2312;342;;;;;;;342.34;Reconhecimento dos direitos adquiridos;;
2313;342;;;;;;;342.35;Código de Bustamante;;
2314;342;;;;;;;342.36;Homologação de sentença estrangeira;;
2315;342;;;;;;;342.38;Parte especial;;
2316;342;;;;;;;342.38146;Direito processual civil internacional;;
2317;342;;;;;;;342.382119;Pessoas jurídicas no Direito internacional privado;;
2318;342;;;;;;;342.382165;Direito das sucessões no Direito internacional privado;;
2319;342;;;;;;;342.382236;Falência no Direito internacional privado;;
2320;342;;;;;;;342.38229;Direito marítimo no Direito internacional privado;;
53;342;;;;;;;342.5;DIREITO DO CONSUMIDOR;;
2321;342;;;;;;;342.5;DIREITO DO CONSUMIDOR;;
54;342;;;;;;;342.51;Direitos básicos do consumidor;;
2322;342;;;;;;;342.51;Direitos básicos do consumidor;;
2323;342;;;;;;;342.52;Responsabilidade do fornecedor de produtos e serviços;;
2324;342;;;;;;;342.53;Órgãos de Defesa do Consumidor. Promotorias de Justiça de Defesa do consumidor;;
2325;342;;;;;;;342.54;Publicidade de produtos e serviços;;
2326;342;;;;;;;342.59;Legislação de Defesa do Consumidor. Código de defesa do consumidor (Subdividir por países 930-999);;
2327;342;;;;;;;342.5981;Código de Defesa do Consumidor do Brasil;;
55;342;;;;;;;342.6;DIREITO DO TRABALHO;;
2328;342;;;;;;;342.6;DIREITO DO TRABALHO;;
2329;342;;;;;;;342.601;Conceito. Teoria;;
2330;342;;;;;;;342.6011;Fontes;;
2331;342;;;;;;;342.6013;Interpretação;;
2332;342;;;;;;;342.609;(Divisão geográfica, como 930-999);;
2333;342;;;;;;;342.61;Acidentes do Trabalho;;
2334;342;;;;;;;342.611;Conceito de acidente de trabalho. Elementos para sua caracterização;;
2335;342;;;;;;;342.612;Responsabilidade;;
2336;342;;;;;;;342.613;Conseqüências do acidente de trabalho;;
2337;342;;;;;;;342.6131;Morte;;
2338;342;;;;;;;342.6132;Incapacidade total e permanente;;
2339;342;;;;;;;342.6133;Incapacidade parcial e permanente;;
2340;342;;;;;;;342.6134;Incapacidade temporária;;
2341;342;;;;;;;342.614;Beneficiários;;
2342;342;;;;;;;342.615;Indenização. Garantia da indenização;;
2343;342;;;;;;;342.616;Seguro contra acidentes de trabalho;;
2344;342;;;;;;;342.617;Medidas preventivas dos acidentes de trabalho. Higiene e segurança do trabalho;;
2345;342;;;;;;;342.62;Duração do Trabalho;;
2346;342;;;;;;;342.621;Regulamentação da duração do trabalho. Justificativas;;
2347;342;;;;;;;342.622;Jornada de trabalho. Duração da jornada de trabalho. Interrupção obrigatória;;
2348;342;;;;;;;342.623;Trabalho extraordinário. Hora extra;;
2349;342;;;;;;;342.624;Trabalho noturno;;
2350;342;;;;;;;342.625;Férias. Conceito;;
2351;342;;;;;;;342.6251;Periodicidade. Anualidade;;
2352;342;;;;;;;342.6252;Condições para aquisição do direito a férias. Período aquisitivo;;
2353;342;;;;;;;342.6253;Indenização de férias não gozadas. Pagamento em dobro;;
2354;342;;;;;;;342.6254;Férias coletivas;;
2355;342;;;;;;;342.626;Repouso semanal remunerado. Duração da semana de trabalho;;
2356;342;;;;;;;342.6261;Feriados e dias festivos;;
2357;342;;;;;;;342.627;Lazer. Organização do lazer;;
2358;342;;;;;;;342.6271;Colônias de férias;;
2359;342;;;;;;;342.6272;Centros de recreação;;
2360;342;;;;;;;342.6273;Centros culturais para utilização do lazer. Teatros. Bibliotecas;;
2361;342;;;;;;;342.63;Acordo e Convenção coletiva de trabalho;;
2362;342;;;;;;;342.6301;Conceito. Natureza jurídica. Teoria;;
2363;342;;;;;;;342.631;Elementos da convenção coletiva. Eficácia, formação e conteúdo;;
2364;342;;;;;;;342.632;Forma da convenção coletiva. Celebração e partes;;
2365;342;;;;;;;342.633;Publicidade da convenção;;
2366;342;;;;;;;342.634;Duração e vigência;;
2367;342;;;;;;;342.635;Extensão da convenção coletiva;;
2368;342;;;;;;;342.636;Comissões de conciliação prévia;;
2369;342;;;;;;;342.64;Associações profissionais (Sindicatos, uniões, federações, confederações, coligações patronais e operários);;
2370;342;;;;;;;342.6401;Conceito. Natureza jurídica do sindicato.;;
2371;342;;;;;;;342.640981;Sindicalismo no Brasil;;
2372;342;;;;;;;342.641;Liberdade sindical. Unidade e pluralidade sindical;;
2373;342;;;;;;;342.6411;Sindicato livre;;
2374;342;;;;;;;342.6412;Sindicato obrigatório;;
2375;342;;;;;;;342.6413;Sindicato por profissões;;
2376;342;;;;;;;342.6414;Sindicato por indústrias;;
2377;342;;;;;;;342.6415;Sindicatos mistos;;
2378;342;;;;;;;342.6416;Organização sindical;;
2379;342;;;;;;;342.64161;Estatutos. Poderes do sindicato;;
2380;342;;;;;;;342.64162;Direito de filiação;;
2381;342;;;;;;;342.64163;Eleições sindicais;;
2382;342;;;;;;;342.64164;Contribuições sindicais. Mensalidades;;
2383;342;;;;;;;342.642;Associações profissionais. Órgão de fiscalização profissional;;
2384;342;;;;;;;342.65;Contrato individual de Trabalho;;
2385;342;;;;;;;342.6501;Teoria. Conceito. Natureza jurídica de relação de emprego;;
2386;342;;;;;;;342.651;Modalidades de contrato de trabalho;;
2387;342;;;;;;;342.6511;Contrato por tempo determinado;;
2388;342;;;;;;;342.6512;Contrato por tempo indeterminado;;
2389;342;;;;;;;342.6513;Contrato de trabalho manual;;
2390;342;;;;;;;342.6514;Contrato de trabalho intelectual;;
2391;342;;;;;;;342.6515;Contrato individual;;
2392;342;;;;;;;342.6516;Contrato coletivo ou de equipe;;
2393;342;;;;;;;342.6518;Contratos especiais de trabalho;;
2394;342;;;;;;;342.65181;Aprendizagem;;
2395;342;;;;;;;342.65182;Trabalho rural;;
2396;342;;;;;;;342.65183;Trabalho doméstico;;
2397;342;;;;;;;342.65184;Contrato de trabalho com entidades públicas;;
2398;342;;;;;;;342.65185;Trabalho marítimo;;
2399;342;;;;;;;342.65186;Trabalho aeronáutico;;
2400;342;;;;;;;342.65187;Trabalho eventual. Trabalho avulso;;
2401;342;;;;;;;342.65188;Trabalho autônomo;;
2402;342;;;;;;;342.652;Início e fim do contrato de trabalho;;
2403;342;;;;;;;342.6521;Admissão. Carteira de Trabalho. Anotações;;
2404;342;;;;;;;342.6522;Alteração do contrato de trabalho;;
2405;342;;;;;;;342.6523;Interrupção do contrato de trabalho;;
2406;342;;;;;;;342.6524;Suspensão do contrato de trabalho;;
2407;342;;;;;;;342.6525;Tempo de serviço;;
2408;342;;;;;;;342.6526;Dissolução do contrato de trabalho. Proteção contra a despedida;;
2409;342;;;;;;;342.6527;Estabilidade do empregado. Indenização;;
2410;342;;;;;;;342.6528;Fundo de Garantia por Tempo de Serviço (FGTS);;
2411;342;;;;;;;342.6529;Aviso prévio;;
2412;342;;;;;;;342.653;Obrigações do empregado;;
2413;342;;;;;;;342.6531;Obrigação da prestação do trabalho;;
2414;342;;;;;;;342.6532;Diligência, fidelidade, obediência;;
2415;342;;;;;;;342.654;Obrigações do empregador. Cumprimento das condições do contrato. Salário. Remuneração do trabalho;;
2416;342;;;;;;;342.6541;Conceito de salário. Composição. Caracteres;;
2417;342;;;;;;;342.65411;Princípios do salário igual. Isonomia salarial;;
2418;342;;;;;;;342.6542;Salário-base. Formas de pagamento de salário;;
2419;342;;;;;;;342.65421;Horistas;;
2420;342;;;;;;;342.65422;Diaristas;;
2421;342;;;;;;;342.65423;Mensalistas;;
2422;342;;;;;;;342.65424;Tarefeiros;;
2423;342;;;;;;;342.65425;Empreiteiros;;
2424;342;;;;;;;342.6543;Elementos suplementares do salário;;
2425;342;;;;;;;342.65431;Indenizações por insalubridade ou periculosidade;;
2426;342;;;;;;;342.65432;Abonos;;
2427;342;;;;;;;342.65433;Participação nos lucros;;
2428;342;;;;;;;342.65434;Gratificações. Gorjetas;;
2429;342;;;;;;;342.65435;Comissões;;
2430;342;;;;;;;342.65436;Prêmios de produtividade;;
2431;342;;;;;;;342.65437;Salário-família;;
2432;342;;;;;;;342.65438;13º Salário;;
2433;342;;;;;;;342.65439;Salário-Educação. Auxílio -alimentação;;
2434;342;;;;;;;342.6544;Salário-mínimo. Processo de determinação;;
2435;342;;;;;;;342.65441;Salário-mínimo profissional;;
2436;342;;;;;;;342.65442;Piso salarial;;
2437;342;;;;;;;342.6545;Programa de Integração Social (PIS);;
2438;342;;;;;;;342.6546;Proteção geral do salário;;
2439;342;;;;;;;342.65461;Irredutibilidade;;
2440;342;;;;;;;342.65462;Proibição de cessão;;
2441;342;;;;;;;342.65463;Impenhorabilidade;;
2442;342;;;;;;;342.65464;Salário como crédito preferencial;;
2443;342;;;;;;;342.655;Trabalho da mulher. Proteção à maternidade;;
2444;342;;;;;;;342.656;Trabalho do menor;;
2445;342;;;;;;;342.66;Conflitos coletivos do Trabalho;;
2446;342;;;;;;;342.661;Greve. Direito de greve;;
2447;342;;;;;;;342.6611;Greve legal;;
2448;342;;;;;;;342.6612;Greve ilegal;;
2449;342;;;;;;;342.662;Lock-out;;
2450;342;;;;;;;342.663;Outras formas de conflitos;;
2451;342;;;;;;;342.6631;Sabotagem;;
2452;342;;;;;;;342.6632;Boicotagem;;
2453;342;;;;;;;342.6633;Piquetagem;;
2454;342;;;;;;;342.664;Solução dos conflitos coletivos;;
2455;342;;;;;;;342.6641;Conciliação;;
2456;342;;;;;;;342.6642;Arbitragem;;
2457;342;;;;;;;342.6643;Mediação;;
2458;342;;;;;;;342.6644;Processo coletivo de trabalho;;
2459;342;;;;;;;342.6645;Sentença coletiva;;
56;342;;;;;;;342.68;Direito Processual do Trabalho;;
2460;342;;;;;;;342.68;Direito Processual do Trabalho;;
2461;342;;;;;;;342.681;Organização Judiciária do Trabalho;;
2462;342;;;;;;;342.6811;Juntas de conciliação e julgamento. Varas do trabalho;;
2463;342;;;;;;;342.6812;Tribunais regionais;;
2464;342;;;;;;;342.6813;Tribunais superiores;;
2465;342;;;;;;;342.6814;Tribunal Superior do Trabalho (TST);;
2466;342;;;;;;;342.6815;Juizes do Trabalho;;
2467;342;;;;;;;342.6816;Jurisdição e competência;;
2468;342;;;;;;;342.6817;Penalidades;;
2469;342;;;;;;;342.682;Ministério Público do Trabalho;;
2470;342;;;;;;;342.6821;Procuradoria-Geral do Trabalho;;
2471;342;;;;;;;342.6822;Procuradorias Regionais do Trabalho;;
2472;342;;;;;;;342.69;Legislação do Trabalho;;
2474;343;;;;;;;343.01;Conceito. Teoria. Introdução ao estudo do Direito Canônico;;
2475;343;;;;;;;343.03;Lei canônica. Cânones;;
2476;343;;;;;;;343.031;A lei canônica no tempo. Cômputo e divisão do tempo;;
2477;343;;;;;;;343.0311;Irretroatividade das leis;;
2478;343;;;;;;;343.0312;Promulgação da lei;;
2479;343;;;;;;;343.0313;Vacância da lei;;
2480;343;;;;;;;343.0314;Cessação da lei;;
2481;343;;;;;;;343.032;A lei canônica no espaço;;
2482;343;;;;;;;343.0321;Territorialidade da lei;;
2483;343;;;;;;;343.0322;Aplicação da lei civil territorial;;
2484;343;;;;;;;343.04;Fontes do Direito Canônico;;
2485;343;;;;;;;343.041;Bíblia. Livros sagrados;;
2486;343;;;;;;;343.042;Concordatas;;
2487;343;;;;;;;343.043;Bulas papais. Breves papais. Atas pontificais;;
2488;343;;;;;;;343.044;Constituições papais;;
2489;343;;;;;;;343.045;Encíclicas;;
2490;343;;;;;;;343.046;Rescritos;;
2491;343;;;;;;;343.047;Costume;;
2492;343;;;;;;;343.048;Outras fontes;;
2493;343;;;;;;;343.049;Interpretação das fontes;;
2494;343;;;;;;;343.0491;Interpretação autêntica;;
2495;343;;;;;;;343.0492;Interpretação usual;;
2496;343;;;;;;;343.0493;Interpretação doutrinal;;
